Chr	Start	End	ENSGID	Gene	HI	TS	GHIS	Episcores	LOEUF	pLI	Morbid_gene	OMIM_gene	Zscore_gene
chr2	95752952	95815179	ENSG00000144029	MRPS5	NA	NA	0.514657739	0.294733333	0.69	0.00	0	1	0.33
chr2	95813075	95831158	ENSG00000144026	ZNF514	NA	NA	0.582096709	0.126966667	1.42	0.00	0	0	-0.11
chr2	95831177	95850065	ENSG00000163067	ZNF2	NA	NA	0.594793781	0.18105	0.64	0.03	0	1	0.62
chr2	95940201	95957056	ENSG00000155066	PROM2	NA	NA	0.527409973	0.1228	0.85	0.00	0	1	0.92
chr2	95963052	96051825	ENSG00000115041	KCNIP3	NA	NA	0.612019655	0.420283333	0.70	0.04	0	1	0.89
chr2	96068469	96082364	ENSG00000115042	FAHD2A	NA	NA	0.60938086	0.0922	1.20	0.00	0	0	0.33
chr2	96257766	96265526	ENSG00000144015	TRIM43	NA	NA	0.429340715	0.0017	0.92	0.01	0	0	-0.13
chr2	96514587	96657541	ENSG00000174501	ANKRD36C	NA	NA	0.509838661	0.112966667	NA	NA	0	0	NA
chr2	96687694	96705199	ENSG00000186281	GPAT2	NA	NA	NA	0.000583333	1.12	0.00	0	1	-0.17
chr2	96778707	96781984	ENSG00000222040	ADRA2B	NA	NA	0.558815926	0.3405	1.22	0.00	1	1	0.37
chr2	96789589	96804175	ENSG00000188886	ASTL	NA	NA	NA	0.308316667	1.13	0.00	0	1	0.29
chr2	96808905	96811179	ENSG00000158050	DUSP2	NA	NA	0.594761798	0.2497	1.61	0.00	0	1	0.08
chr2	96850597	96874563	ENSG00000084090	STARD7	NA	NA	0.573223594	0.757066667	0.48	0.47	0	1	0.96
chr2	96914254	96931732	ENSG00000135956	TMEM127	3	0	0.569896386	0.28755	1.15	0.01	1	1	0.45
chr2	96931870	96939087	ENSG00000144021	CIAO1	NA	NA	0.61735475	0.30315	0.76	0.00	0	1	1.12
chr2	96940074	96971297	ENSG00000144028	SNRNP200	NA	NA	0.650242381	0.2321	0.08	1.00	1	1	5.94
chr2	96991069	96994091	ENSG00000198885	ITPRIPL1	NA	NA	0.500585228	0.1671	1.37	0.00	0	0	0.53
chr2	97001525	97039583	ENSG00000121152	NCAPH	NA	NA	0.656987244	0.174966667	0.57	0.00	0	1	1.09
chr2	97202480	97218375	ENSG00000196843	ARID5A	NA	NA	0.530638649	0.3118	0.35	0.95	0	1	1.67
chr2	97258907	97308524	ENSG00000114982	KANSL3	NA	NA	0.520356082	0.23925	0.16	1.00	0	1	2.47
chr2	97371666	97405801	ENSG00000114988	LMAN2L	NA	NA	0.63347209	0.23295	1.29	0.00	1	1	0.19
chr2	97426639	97477628	ENSG00000158158	CNNM4	30	NA	0.58656156	0.407583333	0.94	0.00	1	1	2.37
chr2	97481982	97499648	ENSG00000168763	CNNM3	NA	NA	0.559556931	0.493983333	0.97	0.00	0	1	0.76
chr2	97490263	97523671	ENSG00000163126	ANKRD23	NA	NA	0.55119088	0.0453	1.88	0.00	0	1	0.58
chr2	97502348	97523832	ENSG00000213337	ANKRD39	NA	NA	0.547370233	0.17115	1.21	0.00	0	0	0.18
chr2	97525453	97536494	ENSG00000168758	SEMA4C	NA	NA	0.572764935	0.548283333	0.12	1.00	0	1	2.39
chr2	97541620	97684175	ENSG00000168754	FAM178B	NA	NA	0.427619821	0.216716667	0.93	0.00	0	0	1.01
chr2	97712325	97712628	ENSG00000270748	IGKV2OR2-1	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	97716466	97716765	ENSG00000271402	IGKV2OR2-2	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	97725682	97726152	ENSG00000204670	IGKV1OR2-3	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	97749320	97760619	ENSG00000144199	FAHD2B	NA	NA	0.415146965	0.105533333	1.36	0.00	0	0	0.41
chr2	97779233	97930258	ENSG00000135976	ANKRD36	NA	NA	0.406201168	0.076533333	1.43	0.00	0	0	-1.38
chr2	97987331	97987617	ENSG00000270187	IGKV1OR2-11	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	97996726	97997025	ENSG00000271226	IGKV2OR2-10	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98000864	98001167	ENSG00000271015	IGKV2OR2-7	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98018364	98018640	ENSG00000271569	IGKV1OR2-6	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98024520	98024800	ENSG00000270252	IGKV3OR2-5	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98037725	98038028	ENSG00000270450	IGKV2OR2-7D	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98041867	98042166	ENSG00000271630	IGKV2OR2-8	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98051276	98051562	ENSG00000271351	IGKV1OR2-9	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98262503	98264846	ENSG00000135940	COX5B	NA	NA	0.445447112	0.289233333	0.44	0.87	0	1	0.39
chr2	98272431	98280570	ENSG00000115073	ACTR1B	NA	NA	0.576574294	0.431583333	0.68	0.00	0	1	1.04
chr2	98280680	98319527	ENSG00000228486	LINC01125	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	98330023	98356325	ENSG00000115085	ZAP70	NA	NA	0.57410863	0.166483333	0.36	0.88	1	1	2.76
chr2	98372799	98612388	ENSG00000075568	TMEM131	NA	NA	0.636102372	0.680216667	0.24	1.00	0	1	2.08
chr2	98703579	98929762	ENSG00000168658	VWA3B	NA	NA	NA	0.180216667	0.94	0.00	1	1	0.26
chr2	98962618	99015064	ENSG00000144191	CNGA3	NA	NA	0.404488902	0.63675	1.49	0.00	1	1	-0.04
chr2	99061317	99210853	ENSG00000040933	INPP4A	NA	NA	0.619617403	0.469716667	0.25	1.00	0	1	3.35
chr2	99215773	99224978	ENSG00000183513	COA5	NA	NA	0.661420254	0.588933333	1.52	0.02	1	1	0.38
chr2	99225042	99234978	ENSG00000115446	UNC50	NA	NA	0.606711065	0.591416667	1.01	0.00	0	1	0.94
chr2	99235569	99347589	ENSG00000071073	MGAT4A	NA	NA	0.497186935	0.448166667	0.64	0.00	0	1	1.50
chr2	99410309	99552722	ENSG00000196872	KIAA1211L	NA	NA	0.52942515	0.404283333	0.24	1.00	0	0	1.88
chr2	99613724	99771427	ENSG00000135951	TSGA10	NA	NA	0.530790969	0.439683333	0.41	0.11	0	1	0.75
chr2	99757948	99939204	ENSG00000241962	C2orf15	NA	NA	0.539035452	0.519216667	1.06	0.05	0	0	0.43
chr2	99771418	99779620	ENSG00000144182	LIPT1	NA	NA	0.432516936	0.333216667	1.71	0.00	1	1	0.34
chr2	99771461	99811761	ENSG00000273155	MRPL30	NA	NA	NA	0.333216667	1.06	0.05	0	1	0.43
chr2	99777890	99797521	ENSG00000158411	MITD1	NA	NA	0.661893281	0.525716667	1.08	0.00	0	0	0.57
chr2	99797542	99814089	ENSG00000185414	MRPL30	NA	NA	0.42527485	0.519216667	1.06	0.05	0	1	0.43
chr2	99858709	99871745	ENSG00000185674	LYG2	NA	NA	NA	0.017	1.83	0.00	0	1	0.40
chr2	99900701	99921205	ENSG00000144214	LYG1	NA	NA	0.439043457	0.013966667	1.36	0.00	0	0	0.58
chr2	99935445	99957165	ENSG00000115514	TXNDC9	NA	NA	0.417645275	0.794416667	0.69	0.38	0	1	0.87
chr2	99953816	100017789	ENSG00000158417	EIF5B	NA	NA	0.557582554	0.794483333	0.24	1.00	0	1	2.62
chr2	100016938	100106497	ENSG00000135945	REV1	NA	NA	0.570048747	0.496183333	0.24	1.00	0	1	1.60
chr2	100162323	100759201	ENSG00000144218	AFF3	NA	NA	0.557583217	0.343016667	0.22	1.00	0	1	1.71
chr2	100889753	100939195	ENSG00000170500	LONRF2	NA	NA	0.528473398	0.618433333	0.61	0.00	0	0	2.05
chr2	101008327	101034118	ENSG00000115526	CHST10	NA	NA	0.480809745	0.45195	0.95	0.00	0	1	0.98
chr2	101086944	101099742	ENSG00000204640	NMS	NA	NA	NA	0.138716667	1.63	0.00	0	1	-0.06
chr2	101179152	101193197	ENSG00000115539	PDCL3	NA	NA	0.475521939	0.283266667	1.35	0.00	0	1	-0.45
chr2	101436614	101613291	ENSG00000170485	NPAS2	NA	NA	0.425328355	0.63045	0.13	1.00	0	1	2.50
chr2	101618177	101640494	ENSG00000071082	RPL31	NA	NA	0.413389663	0.42535	0.48	0.85	0	1	1.64
chr2	101624079	101869328	ENSG00000204634	TBC1D8	NA	NA	0.451327683	0.599316667	0.70	0.00	0	0	1.39
chr2	101869264	101886778	ENSG00000158435	CNOT11	NA	NA	0.626827515	0.428966667	0.45	0.60	0	0	2.30
chr2	101887681	101925163	ENSG00000163162	RNF149	NA	NA	0.488929066	0.6828	0.85	0.00	0	0	1.14
chr2	101962013	102004057	ENSG00000175874	CREG2	NA	NA	0.55985665	0.294933333	1.50	0.00	0	1	0.58
chr2	102013823	102091165	ENSG00000196460	RFX8	NA	NA	NA	0.20545	1.08	0.00	0	0	1.25
chr2	102313312	102511149	ENSG00000071054	MAP4K4	NA	NA	0.5791289	0.818283333	0.17	1.00	0	1	4.74
chr2	102608306	102645006	ENSG00000115590	IL1R2	NA	NA	0.519534857	0.33515	1.69	0.00	0	1	-0.11
chr2	102681004	102796334	ENSG00000115594	IL1R1	NA	NA	0.469376215	0.46645	0.51	0.15	0	1	1.92
chr2	102803433	102856462	ENSG00000115598	IL1RL2	NA	NA	0.491637543	0.223083333	0.99	0.00	0	1	0.44
chr2	102927962	102968497	ENSG00000115602	IL1RL1	NA	NA	NA	0.192116667	1.17	0.00	0	1	-1.19
chr2	102927989	103015218	ENSG00000115604	IL18R1	NA	NA	0.459594379	0.158966667	0.83	0.00	0	1	0.97
chr2	103035149	103069025	ENSG00000115607	IL18RAP	NA	NA	0.499869641	0.200816667	0.58	0.00	0	1	0.70
chr2	103089762	103150431	ENSG00000180251	SLC9A4	NA	NA	NA	0.312766667	1.10	0.00	0	1	-0.61
chr2	103236166	103327777	ENSG00000115616	SLC9A2	NA	NA	0.402150042	0.538566667	0.51	0.00	0	1	2.11
chr2	103332299	103353347	ENSG00000135953	MFSD9	NA	NA	0.407288281	0.290466667	1.53	0.00	0	0	-0.80
chr2	103353367	103460352	ENSG00000170417	TMEM182	NA	NA	0.503039143	0.326033333	0.79	0.06	0	0	0.09
chr2	105424030	105469641	ENSG00000233639	LINC01158	NA	NA	NA	NA	NA	NA	0	1	NA
chr2	105471969	105476929	ENSG00000198914	POU3F3	NA	NA	0.640646587	0.831416667	0.43	0.88	0	1	3.04
chr2	105481955	105489053	ENSG00000229743	LINC01159	NA	NA	NA	NA	NA	NA	0	1	NA
chr2	105654441	105716418	ENSG00000135972	MRPS9	NA	NA	0.503680272	0.277566667	1.00	0.00	0	1	0.21
chr2	105858200	105859924	ENSG00000135973	GPR45	NA	NA	0.451981268	0.2204	0.85	0.10	0	1	1.29
chr2	105880871	105946491	ENSG00000135966	TGFBRAP1	NA	NA	0.5992196	0.301116667	0.43	0.17	0	1	1.36
chr2	105953816	105965668	ENSG00000135974	C2orf49	NA	NA	0.517963428	0.404166667	1.06	0.02	0	0	-0.51
chr2	105974169	106054970	ENSG00000115641	FHL2	NA	NA	0.399031375	0.636083333	1.13	0.00	0	1	0.90
chr2	106361354	106510730	ENSG00000071051	NCK2	NA	NA	0.571296731	0.6444	0.54	0.46	0	1	2.45
chr2	106679702	106694615	ENSG00000119147	C2orf40	NA	NA	0.40709855	0.204033333	1.42	0.00	0	1	-0.16
chr2	106709759	106810795	ENSG00000115652	UXS1	NA	NA	0.610585745	0.425833333	0.61	0.00	0	1	2.09
chr2	107021446	107084832	ENSG00000153165	RGPD3	NA	NA	NA	0.0393	1.72	0.00	0	1	-3.42
chr2	107418056	107503564	ENSG00000144057	ST6GAL2	NA	NA	0.398072704	0.509533333	0.71	0.01	0	1	0.21
chr2	107439379	107441487	ENSG00000238250	ST6GAL2-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	108443388	108507297	ENSG00000196862	RGPD4	NA	NA	NA	0.001316667	1.90	0.00	0	1	-3.75
chr2	108602979	108630450	ENSG00000115665	SLC5A7	NA	NA	NA	0.163866667	0.56	0.02	1	1	2.81
chr2	108863651	108881807	ENSG00000196228	SULT1C3	NA	NA	NA	0.1066	1.93	0.00	0	1	0.20
chr2	108905095	108926371	ENSG00000198203	SULT1C2	NA	NA	NA	0.227316667	1.20	0.00	0	1	0.24
chr2	108994367	109004513	ENSG00000198075	SULT1C4	NA	NA	0.491906069	0.362983333	1.20	0.00	0	1	0.24
chr2	109065017	109125871	ENSG00000135968	GCC2	NA	NA	0.605105105	0.3954	0.41	0.00	0	1	-0.16
chr2	109150857	109303702	ENSG00000169756	LIMS1	NA	NA	0.426953913	0.707266667	0.77	0.00	0	1	1.42
chr2	109335937	109402267	ENSG00000153201	RANBP2	NA	NA	0.589364418	0.312933333	0.14	1.00	1	1	-0.78
chr2	109403213	109501933	ENSG00000163006	CCDC138	NA	NA	0.621965119	0.139516667	0.91	0.00	0	0	-0.21
chr2	109510927	109605828	ENSG00000135960	EDAR	NA	NA	0.514418994	0.297116667	0.91	0.00	1	1	0.73
chr2	109745804	110262207	ENSG00000172985	SH3RF3	NA	NA	0.47454085	0.514216667	0.53	0.03	0	1	1.53
chr2	110300559	110371783	ENSG00000186522	SEPT10	NA	NA	0.578487984	0.8412	1.17	0.00	0	1	-1.14
chr2	110371911	110376563	ENSG00000198142	SOWAHC	NA	NA	0.408191371	0.674433333	0.77	0.14	0	0	0.97
chr2	110550335	110615272	ENSG00000015568	RGPD5	NA	NA	0.4058932	0.097683333	NA	NA	0	1	NA
chr2	110656005	110677180	ENSG00000256977	LIMS3	NA	NA	0.40133707	0.000583333	NA	NA	0	0	NA
chr2	110841447	110874143	ENSG00000144063	MALL	NA	NA	0.417848215	0.252883333	1.41	0.23	0	1	1.06
chr2	110879888	110962643	ENSG00000144061	NPHP1	30	0	0.476919183	0.0708	0.97	0.00	1	1	0.23
chr2	111160511	111230652	ENSG00000257207	LIMS3	NA	NA	0.459635921	0.000583333	NA	NA	0	0	NA
chr2	111222628	111230511	ENSG00000256671	LIMS3L	NA	NA	0.396283776	0.000583333	NA	NA	0	0	NA
chr2	111271389	111334762	ENSG00000183054	RGPD6	NA	NA	0.4058932	0.03215	1.72	0.39	0	1	0.54
chr2	111395275	111435691	ENSG00000169679	BUB1	NA	NA	0.706686407	0.533266667	0.60	0.00	1	1	0.85
chr2	111490150	111875799	ENSG00000153093	ACOXL	NA	NA	NA	0.602533333	1.10	0.00	0	0	1.02
chr2	111876955	111926024	ENSG00000153094	BCL2L11	0	0	0.584872711	0.856733333	0.42	0.89	0	1	0.12
chr2	112523848	112642267	ENSG00000153107	ANAPC1	NA	NA	0.658478862	0.099333333	0.30	0.95	0	1	0.99
chr2	112656056	112787138	ENSG00000153208	MERTK	NA	NA	0.44863343	0.228683333	0.75	0.00	1	1	0.59
chr2	112812800	112876895	ENSG00000153214	TMEM87B	NA	NA	0.653983653	0.480683333	1.03	0.00	0	1	0.68
chr2	112895962	112945791	ENSG00000144152	FBLN7	NA	NA	0.551039778	0.234383333	0.96	0.00	0	1	1.15
chr2	112969102	113012713	ENSG00000144161	ZC3H8	NA	NA	0.519998109	0.1479	0.56	0.26	0	0	1.39
chr2	113033171	113097640	ENSG00000188177	ZC3H6	NA	NA	0.549835107	0.415416667	0.41	0.19	0	0	1.47
chr2	113127669	113192065	ENSG00000169629	RGPD8	NA	NA	0.591885688	0.05915	1.07	0.00	0	1	-0.47
chr2	113239731	113299316	ENSG00000114999	TTL	NA	NA	0.498956604	0.4387	0.52	0.36	0	1	1.71
chr2	113299492	113334635	ENSG00000125630	POLR1B	NA	NA	0.650505897	0.408433333	0.25	1.00	0	1	2.97
chr2	113341817	113346852	ENSG00000125611	CHCHD5	NA	NA	0.577131371	0.153233333	1.08	0.05	0	1	-0.42
chr2	113403434	113421404	ENSG00000144136	SLC20A1	NA	NA	0.513752249	0.662333333	0.48	0.07	0	1	1.85
chr2	113479063	113500456	ENSG00000144130	NT5DC4	NA	NA	NA	0.014533333	0.93	0.00	0	0	0.62
chr2	113493930	113522254	ENSG00000169607	CKAP2L	NA	NA	0.559232741	0.430966667	0.63	0.00	1	1	-0.09
chr2	113531492	113542167	ENSG00000115008	IL1A	NA	NA	NA	0.312633333	1.31	0.00	0	1	0.54
chr2	113587328	113594480	ENSG00000125538	IL1B	NA	NA	0.539839259	0.213583333	0.65	0.13	1	1	1.15
chr2	113670548	113676459	ENSG00000125571	IL37	NA	NA	NA	0.253816667	1.73	0.00	0	1	-0.04
chr2	113730780	113743242	ENSG00000136688	IL36G	NA	NA	0.393865	0.23875	1.74	0.00	0	1	0.41
chr2	113763038	113765621	ENSG00000136694	IL36A	NA	NA	NA	0.196333333	1.30	0.03	0	1	-0.29
chr2	113779668	113810444	ENSG00000136696	IL36B	NA	NA	0.431992577	0.114216667	1.20	0.00	0	1	-0.19
chr2	113816215	113822959	ENSG00000136695	IL36RN	NA	NA	0.530693719	0.097583333	1.90	0.00	1	1	-0.43
chr2	113825547	113833427	ENSG00000136697	IL1F10	NA	NA	0.393057507	0.170383333	1.85	0.00	0	1	-0.28
chr2	113864791	113891593	ENSG00000136689	IL1RN	NA	NA	0.515030399	0.2431	0.91	0.03	1	1	0.01
chr2	113914902	113966973	ENSG00000125637	PSD4	NA	NA	0.4344538	0.1359	0.37	0.42	0	1	0.96
chr2	113973574	114036527	ENSG00000125618	PAX8	1	0	0.556023087	0.84645	0.20	1.00	1	1	0.79
chr2	114163973	114164486	ENSG00000231292	IGKV1OR2-108	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	114195268	114253766	ENSG00000136682	CBWD2	NA	NA	0.468553185	0.0854	0.82	0.01	0	1	-0.15
chr2	114256661	114258728	ENSG00000184492	FOXD4L1	NA	NA	NA	0.0667	1.34	0.01	0	1	-0.32
chr2	114384806	114400973	ENSG00000144134	RABL2A	40	0	0.497815704	0.094516667	1.62	0.00	0	1	0.44
chr2	114462588	114514400	ENSG00000115084	SLC35F5	NA	NA	0.516115266	0.361933333	0.83	0.00	0	0	0.98
chr2	114647537	114720173	ENSG00000115091	ACTR3	NA	NA	0.526286795	0.787016667	0.12	1.00	0	1	3.61
chr2	115199876	116603328	ENSG00000175497	DPP10	NA	NA	0.51403627	0.342683333	0.18	1.00	0	1	1.22
chr2	115586009	115591125	ENSG00000231538	DPP10-AS3	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	115591407	115593165	ENSG00000235717	DPP10-AS2	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	115888512	115918920	ENSG00000235026	DPP10-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	118572226	118589955	ENSG00000088205	DDX18	NA	NA	0.515704466	0.359366667	0.45	0.14	0	1	0.47
chr2	118673054	118771709	ENSG00000125633	CCDC93	NA	NA	0.517702403	0.43095	0.60	0.00	0	0	1.08
chr2	118846028	118868573	ENSG00000125629	INSIG2	NA	NA	0.643022956	0.525666667	0.77	0.06	0	1	1.84
chr2	119599747	119605254	ENSG00000163064	EN1	NA	NA	0.446665545	0.876233333	0.35	0.93	0	1	1.10
chr2	119699742	119752236	ENSG00000019169	MARCO	NA	NA	0.388929941	0.102766667	1.34	0.00	0	1	-0.18
chr2	119913819	119916465	ENSG00000144119	C1QL2	NA	NA	0.441184365	0.636583333	1.22	0.04	0	1	1.65
chr2	119981384	120023228	ENSG00000115107	STEAP3	NA	NA	0.425417987	0.162516667	1.34	0.00	1	1	-0.22
chr2	120001998	120006647	ENSG00000229867	STEAP3-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	120059801	120124404	ENSG00000186132	C2orf76	NA	NA	NA	0.497683333	1.47	0.01	0	0	0.21
chr2	120124497	120130126	ENSG00000155368	DBI	NA	NA	0.439017778	0.4621	1.47	0.00	0	1	0.06
chr2	120187477	120196096	ENSG00000171227	TMEM37	NA	NA	0.528290383	0.491266667	1.75	0.00	0	1	0.73
chr2	120197419	120282070	ENSG00000080293	SCTR	NA	NA	NA	0.386216667	1.14	0.00	0	1	-0.02
chr2	120302008	120419827	ENSG00000163075	PCDP1	NA	NA	0.434878476	0.414183333	0.91	0.00	0	1	-0.16
chr2	120436743	120444083	ENSG00000144120	TMEM177	NA	NA	0.4266741	0.150416667	1.28	0.01	0	0	0.32
chr2	120517207	120741394	ENSG00000088179	PTPN4	NA	NA	0.54427085	0.827	0.28	1.00	0	1	2.65
chr2	120770581	120936695	ENSG00000115109	EPB41L5	NA	NA	0.494260052	0.336416667	0.43	0.02	0	1	0.16
chr2	120978854	120980984	ENSG00000226479	TMEM185B	NA	NA	0.493151129	0.12745	0.28	0.97	0	0	1.71
chr2	120997640	121052289	ENSG00000144118	RALB	NA	NA	0.638058396	0.4611	1.02	0.02	0	1	1.86
chr2	121103719	121109384	ENSG00000163083	INHBB	NA	NA	0.5842689	0.738116667	0.27	0.97	0	1	2.19
chr2	121221911	121223697	ENSG00000268194	LINC01101	NA	NA	0.394003665	0.068266667	NA	NA	0	0	0.06
chr2	121493199	121750229	ENSG00000074047	GLI2	3	0	0.526032249	0.696233333	0.31	0.97	1	1	0.82
chr2	121974163	122042783	ENSG00000115112	TFCP2L1	NA	NA	0.507904406	0.335733333	0.14	1.00	0	1	1.63
chr2	122095352	122407163	ENSG00000074054	CLASP1	NA	NA	0.612292357	0.799516667	0.18	1.00	0	1	3.61
chr2	122407226	122485784	ENSG00000236859	NIFK-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	122484521	122494499	ENSG00000155438	NIFK	NA	NA	0.630651344	0.38045	0.96	0.00	0	1	-0.57
chr2	122494679	122525429	ENSG00000211460	TSN	NA	NA	0.712882859	0.42215	0.45	0.79	0	1	2.11
chr2	124782864	125672864	ENSG00000155052	CNTNAP5	NA	NA	0.405019724	0.364816667	0.29	0.99	0	1	0.39
chr2	127413509	127454246	ENSG00000136732	GYPC	NA	NA	0.391831088	0.472133333	1.21	0.11	1	1	-1.30
chr2	127805603	127864931	ENSG00000136717	BIN1	30	NA	0.564170094	0.515566667	0.37	0.78	1	1	2.25
chr2	127941696	127977654	ENSG00000186684	CYP27C1	NA	NA	0.494385383	0.5365	1.08	0.00	0	0	0.68
chr2	128014866	128051752	ENSG00000163161	ERCC3	30	0	0.650804533	0.126283333	0.79	0.00	1	1	0.93
chr2	128056306	128146041	ENSG00000169967	MAP3K2	NA	NA	0.597273462	0.401283333	0.09	1.00	0	1	2.31
chr2	128176003	128186822	ENSG00000115718	PROC	30	0	0.503540289	0.195266667	0.86	0.00	1	1	0.88
chr2	128193783	128284462	ENSG00000163166	IWS1	NA	NA	0.540099767	0.53865	0.27	1.00	0	0	2.38
chr2	128293378	128395304	ENSG00000169994	MYO7B	NA	NA	0.407265147	0.2236	0.73	0.00	0	1	0.48
chr2	128395956	128439360	ENSG00000072163	LIMS2	NA	NA	0.603541152	0.58	0.88	0.00	1	1	0.37
chr2	128403439	128410213	ENSG00000144230	GPR17	NA	NA	0.47145311	0.2918	1.46	0.00	0	1	0.08
chr2	128458596	128568761	ENSG00000136709	WDR33	NA	NA	0.652240876	0.336033333	0.21	1.00	0	1	3.90
chr2	128458597	128461385	ENSG00000173349	SFT2D3	NA	NA	0.461449412	0.2603	1.87	0.10	0	0	-1.49
chr2	128603840	128615731	ENSG00000144231	POLR2D	NA	NA	0.695981924	0.192866667	0.90	0.21	1	1	1.58
chr2	128619204	128643496	ENSG00000144233	AMMECR1L	NA	NA	0.476962583	0.568966667	0.26	0.99	0	0	2.47
chr2	128698791	128785694	ENSG00000136715	SAP130	NA	NA	0.575631823	0.314016667	0.16	1.00	0	1	3.25
chr2	128848774	128953251	ENSG00000136731	UGGT1	NA	NA	0.557017324	0.4538	0.49	0.00	0	1	1.08
chr2	128994290	129076151	ENSG00000136720	HS6ST1	NA	NA	0.618877676	0.292583333	0.38	0.92	1	1	1.92
chr2	130737235	130740311	ENSG00000222014	RAB6C	NA	NA	NA	0.154733333	NA	NA	0	1	0.10
chr2	130831108	130886795	ENSG00000196604	POTEF	0	0	NA	0.1279	1.01	0.00	1	1	-2.74
chr2	130896860	130902707	ENSG00000152076	CCDC74B	NA	NA	0.52565336	0.061716667	1.40	0.00	0	0	-0.67
chr2	130908981	130940323	ENSG00000136699	SMPD4	NA	NA	0.566215766	0.3674	1.02	0.00	0	1	0.86
chr2	130939310	130948302	ENSG00000152082	MZT2B	NA	NA	0.402071867	0.3613	1.56	0.06	0	1	-0.35
chr2	130949318	130956034	ENSG00000152086	TUBA3E	NA	NA	0.392047497	0.00135	1.36	0.00	0	1	-0.30
chr2	131095814	131099922	ENSG00000136710	CCDC115	NA	NA	0.598624216	0.209233333	1.78	0.00	1	1	0.11
chr2	131099798	131105383	ENSG00000136718	IMP4	NA	NA	0.532151235	0.222833333	0.95	0.00	0	1	0.36
chr2	131113580	131132982	ENSG00000072135	PTPN18	NA	NA	0.488192432	0.132583333	0.98	0.00	0	1	0.33
chr2	131217028	131267239	ENSG00000196834	POTEI	NA	NA	NA	0.000583333	1.91	0.00	0	0	-2.66
chr2	131278770	131285579	ENSG00000152093	CFC1B	NA	NA	0.46873294	0.000583333	NA	NA	0	0	NA
chr2	131350339	131357123	ENSG00000136698	CFC1	0	0	0.50626187	0.004566667	1.25	0.11	1	1	-0.22
chr2	131369054	131415664	ENSG00000222038	POTEJ	NA	NA	0.419864975	5.00E-04	1.36	0.00	0	0	-2.31
chr2	131486643	131487909	ENSG00000173302	GPR148	0	0	NA	0.130366667	1.84	0.00	0	0	-0.05
chr2	131513008	131525707	ENSG00000178171	AMER3	NA	NA	0.659466134	0.31245	0.54	0.62	0	0	-0.67
chr2	131594489	131804836	ENSG00000136002	ARHGEF4	0	0	0.561179396	0.299033333	0.55	0.00	0	1	1.33
chr2	131805449	131851033	ENSG00000152102	FAM168B	NA	NA	0.591625999	0.321416667	1.09	0.02	0	0	1.27
chr2	131862420	132111282	ENSG00000115762	PLEKHB2	NA	NA	0.613690303	0.397983333	1.46	0.00	0	1	1.10
chr2	131975882	132022965	ENSG00000188219	POTEE	NA	NA	NA	5.00E-04	0.91	0.00	0	1	-2.73
chr2	132044330	132050127	ENSG00000178206	CYP4F31P	NA	NA	0.399475573	0.000583333	1.44	0.22	0	0	-0.42
chr2	132222473	132250316	ENSG00000173272	MZT2A	NA	NA	0.479191685	0.4675	1.96	0.00	0	1	-0.30
chr2	132233666	132240507	ENSG00000075886	TUBA3D	NA	NA	0.52207202	0.000566667	1.56	0.00	0	1	1.53
chr2	132285248	132291239	ENSG00000163040	CCDC74A	NA	NA	0.410835543	0.1133	1.86	0.00	0	0	-0.22
chr2	132479948	132524973	ENSG00000197927	C2orf27A	NA	NA	0.498667511	0.001066667	1.81	0.35	0	0	0.05
chr2	132552534	132559234	ENSG00000186825	C2orf27B	NA	NA	NA	0.040916667	1.92	0.07	0	0	-0.47
chr2	132905164	133015542	ENSG00000163046	ANKRD30BL	NA	NA	NA	0.000233333	NA	NA	0	0	NA
chr2	133174147	133404132	ENSG00000183840	GPR39	NA	NA	0.402854615	0.211666667	1.81	0.00	0	1	0.36
chr2	133402426	133429152	ENSG00000150551	LYPD1	NA	NA	0.614003131	0.681666667	1.74	0.00	0	1	0.50
chr2	133429374	134326034	ENSG00000176771	NCKAP5	NA	NA	0.41779596	0.369016667	0.45	0.00	0	1	-0.37
chr2	134189237	134191468	ENSG00000232474	NCKAP5-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr2	134877554	135212192	ENSG00000152127	MGAT5	NA	NA	0.577932551	0.61255	0.18	1.00	0	1	2.56
